I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
4784		1977	11	23	9	26	 24.7	13	 7.4		 7.4	 6.3			 7.4	9	ARGENTINA		ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA	 -31.030	  -67.770	160	      70	2			       300	3	      80.000	4					      70	2			300	3	      80.000	4				
4789		1978	2	9	21	35	 12.7	33	 7.7		 7.7	 5.7			 7.7		KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS:  S OF	 -30.680	 -177.360	170																								
4797	Tsu	1978	3	23	3	15	 20.3	33	 7.5		 7.5	 6.4				6	RUSSIA		RUSSIA:  KURIL ISLANDS	  44.932	  148.439	50																								
4798	Tsu	1978	3	24	19	47	 50.7	33	 7.6		 7.6	 6.5				6	RUSSIA		RUSSIA:  KURIL ISLANDS	  44.244	  148.862	50																								
4799		1978	3	24	21	5	 48.2	33	 7.1		 7.1	 6.2				8	KAZAKHSTAN		KAZAKHSTAN:  ALMA-ATA	  42.839	   78.606	40								3																
4806	Tsu	1978	6	12	8	14	 26.4	44	 7.7		 7.7	 6.8				8	JAPAN		JAPAN:  SANRIKU	  38.190	  142.028	30	      28	1			     10000	4	     865.000	4		4			      28	1			10000	4	     865.000	4		4		
6456	Tsu	1978	7	23	14	42	 36.9	17	 7.4		 7.4	 6.5					TAIWAN		TAIWAN	  22.282	  121.512	30																								
4812		1978	8	3	18	11	 17.1	58	 7.0			 7.0			 6.7	9	CHILE		CHILE:  NORTHERN:  COPIAPO-TALTAI	 -26.510	  -70.540	160					        13	1		3																
4815		1978	9	16	15	35	 56.6	33	 7.8		 7.8	 6.5					IRAN		IRAN:  TABAS	  33.386	   57.434	140	   20000	4					      50.000	4		4			   20000	4					      50.000	4		4		
4819	Tsu	1978	11	29	19	52	 47.6	18	 7.7		 7.7	 6.4					MEXICO		MEXICO:  OAXACA	  16.010	  -96.591	150	       9	1				3		2					       9	1				3		2				
4820		1978	12	6	14	2	  1.0	91	 7.5			 7.5			 7.5	8	RUSSIA		RUSSIA:  KURIL ISLANDS	  44.592	  146.581	50								2												2				
4824		1978	12	23	11	23	 12.0	33	 7.0		 7.0	 7.2					TAIWAN		TAIWAN:  PINTUNG	  23.247	  122.075	30	       2	1			         3	1							       2	1			3	1						
6457	Tsu	1979	2	28	21	27	  8.1	18	 7.5	 7.5	 7.1	 6.4				7	USA	AK	ALASKA	  60.691	 -141.671	150								1												1				
4828	Tsu	1979	3	14	11	7	 16.3	49	 7.6		 7.6	 6.5					MEXICO		MEXICO:  GUERRERO	  17.813	 -101.276	150	       5	1			        35	1	      30.000	4	200	3			       5	1			35	1	      30.000	4	200	3		
4842	Tsu	1979	9	12	5	17	 51.4	5	 7.9		 7.9	 6.3					INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA	  -1.679	  136.040	170	      15	1				3		3	1000	3			     115	3				3		3	1000	3		
4846		1979	10	12	10	25	 22.3	33	 7.5		 7.5	 6.1				5	NEW ZEALAND		NEW ZEALAND:  W OF NORTH ISLAND	 -46.675	  165.707	170																								
4860		1979	11	27	17	10	 32.9	10	 7.5		 7.5	 6.1				5	IRAN		IRAN	  33.962	   59.726	140	      17	1			        24	1		3					      17	1			24	1		3				
4863	Tsu	1979	12	12	7	59	  3.3	33	 7.7		 7.7	 6.4				9	COLOMBIA		COLOMBIA: OFF SHORE, PACIFIC OCEAN	   1.598	  -79.358	160	     600	3			     20000	4	       8.000	3	10000	4			     600	3			20000	4	       8.000	3	10000	4		
6459	Tsu	1980	2	23	5	51	  3.2	44	 7.0		 7.0	 6.3				7	RUSSIA		RUSSIA:  S. KURIL ISLANDS	  43.530	  146.753	50																								
4881		1980	7	8	23	19	 19.8	33	 7.5		 7.5	 5.9					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS:  BANKS	 -12.410	  166.381	170								1																
4885	Tsu	1980	7	17	19	42	 23.2	33	 7.9		 7.9	 5.8					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU	 -12.525	  165.916	170																								
4896	Tsu	1980	10	10	12	25	 23.5	10	 7.7		 7.7	 6.5				10	ALGERIA		ALGERIA:  NORTHERN	  36.195	    1.354	15	    5000	4			      9000	4	    5200.000	4	25000	4			    5000	4			9000	4	    5200.000	4	250000	4		
4901		1980	11	8	10	27	 34.0	19	 7.2		 7.2	 6.2				7	USA	CA	CALIFORNIA:  NORTH COAST	  41.117	 -124.253	150	       5	1					       2.750	2																
4920	Tsu	1981	5	25	5	25	 14.4	33	 7.6		 7.6	 6.1					NEW ZEALAND		NEW ZEALAND:  W OF NORTH ISLAND	 -48.786	  164.357	170																								
4923		1981	7	28	17	22	 24.6	33	 7.1		 7.1	 5.7					IRAN		IRAN:  SE, KERMAN	  30.013	   57.794	140	    3000	4			      1000	4	    1000.000	4					    3000	4			1000	4	    1000.000	4				
4927	Tsu	1981	9	1	9	29	 31.5	25	 7.7		 7.7	 7.0				6	SAMOA		SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO	 -14.960	 -173.085	170														1						1		1		
4930		1981	10	16	3	25	 42.2	33	 7.5		 7.5	 6.2				6	CHILE		CHILE:  OFF CENTRAL COAST, LAS CRUCES	 -33.134	  -73.074	160	       1	1											       1	1										
4932	Tsu	1981	10	25	3	22	 15.5	33	 7.3		 7.3	 6.2					MEXICO		MEXICO:  MICHOACAN: LAZARO CARDENAS	  18.048	 -102.084	150	       9	1						3																
4935		1981	12	19	14	10	 50.7	10	 7.5		 7.5	 6.2					GREECE		GREECE:  AEGEAN SEA:  LESBOS, SKIROS	  39.243	   25.227	130								1												1				
4936	Tsu	1982	1	11	6	10	  6.4	46	 7.1		 7.1	 6.0				7	PHILIPPINES		PHILIPPINES:  VIRAC, CATANDUANES	  13.752	  124.358	170								1												1				
4943		1982	6	7	10	59	 40.1	34	 7.0		 7.0	 6.3				6	MEXICO		MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE	  16.558	  -98.358	150	       9	1				3		2					       9	1				3		2				
4948		1982	8	5	20	33	 52.9	31	 7.5		 7.5	 6.2					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -12.597	  165.931	170																								
4958	Tsu	1982	12	19	17	43	 54.8	33	 7.7		 7.7	 5.9					TONGA		TONGA TRENCH	 -24.133	 -175.864	170																								
7283	Tsu	1983	1	17	12	41	 29.7	14	 7.2		 7.2	 6.1					GREECE		GREECE: IONIAN SEA	  38.026	   20.228	130																								
4965	Tsu	1983	3	18	9	5	 50.0	89	 7.6		 7.6	 6.5				7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND	  -4.883	  153.581	170								2												2				
4972		1983	4	3	2	50	  1.1	37	 7.3		 7.3	 6.5					COSTA RICA		COSTA RICA:  SE, PANAMA: W	   8.717	  -83.123	100	       6	1				2	       1.000	2					       6	1				2	       1.000	2				
4978	Tsu	1983	5	26	2	59	 59.6	24	 7.7		 7.7	 6.8				8	JAPAN		JAPAN:  HONSHU:  AKITA	  40.462	  139.102	30	       4	1			       324	3	     800.000	4					     104	3			324	3	     800.000	4				
4985	Tsu	1983	8	6	15	43	 51.2	2	 7.0		 7.0	 6.2				6	GREECE		GREECE:  AEGEAN SEA	  40.142	   24.766	130								1												1				
4991	Tsu	1983	10	4	18	52	 13.3	15	 7.3		 7.3	 6.4				7	CHILE		CHILE:  NORTHERN:  COPOAPO-CHANARAL	 -26.535	  -70.563	160	       5	1			        12	1	       1.000	2	40	1			       5	1			12	1	       1.000	2	40	1		
5677		1983	10	28	14	6	  6.5	14	 7.3		 7.3	 6.2	7.2			9	USA	ID	IDAHO:  BORAH PEAK, CHALLIS, MACKAY	  43.974	 -113.916	150	       2	1			         2	1	      12.500	3					       2	1			2	1	      12.500	3				
5007	Tsu	1983	11	30	17	46	   .6	10	 7.6		 7.6	 6.6				6	UK TERRITORY		INDIAN OCEAN:  CHAGOS ARCHIPELAGO:  DIEGO GARCIA	  -6.852	   72.110	60								1												1				
5018		1983	12	30	23	52	 39.9	215	 7.2			 7.2				7	AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN	  36.372	   70.738	40	      26	1			       483	3	       3.000	2					      26	1			483	3	       3.000	2				
5024		1984	2	7	21	33	 21.4	18	 7.5		 7.5	 6.6				6	SOLOMON ISLANDS		SOLOMON ISLANDS:  GUADALCANAL	 -10.012	  160.469	170								2												2				
5028		1984	3	19	20	28	 38.2	15	 7.0		 7.0	 6.5				9	UZBEKISTAN		UZBEKISTAN:  GAZLI	  40.320	   63.350	40					       100	2	       5.000	2									100	2	       5.000	2				
6466	Tsu	1984	3	24	9	44	  2.6	44	 7.0		 7.0	 6.1					RUSSIA		RUSSIA:  KURIL ISLANDS	  44.117	  148.192	50																								
6330	Tsu	1984	12	28	10	37	 53.7	33	 7.0		 7.0	 6.2					RUSSIA		RUSSIA:  KAMCHATKA	  56.200	  163.400	50																								
5056	Tsu	1985	3	3	22	47	  9.5	40	 8.0	 8.0	 7.8	 6.7				8	CHILE		CHILE:  CENTRAL COAST, SAN ANTONIO, VALPARAISO	 -33.132	  -71.708	160	     180	3			      2575	4	    1500.000	4		4			     180	3			2575	4	    1500.000	4		4		
5062		1985	4	9	1	56	 59.4	38	 7.5		 7.5	 6.3			 7.0	6	CHILE		CHILE:  NEAR CENTRAL COAST, SANTIAGO-VALPARAISO	 -34.131	  -71.618	160	       2	1				2		2					       2	1				2						
5068		1985	5	10	15	35	 50.5	27	 7.1		 7.1	 6.3				8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN:  BIALLA, PIONA	  -5.599	  151.045	170	       1	1					       1.000	2					       1	1					       1.000	2				
5069	Tsu	1985	7	3	4	36	 51.7	46	 7.2		 7.2	 6.3				7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL	  -4.439	  152.828	170							       1.000	2											       1.000	2				
5072		1985	8	23	12	41	 56.1	7	 7.5		 7.5	 6.4				7	CHINA		CHINA:  S XINJIANG:  WUQUA-SHUFU	  39.431	   75.224	40	      71	2			       162	3	       5.000	2		3			      71	2			162	3	       5.000	2		3		
5076	Tsu	1985	9	19	13	17	 47.3	28	 8.1		 8.1	 6.8				9	MEXICO		MEXICO:  MICHOACAN:  MEXICO CITY	  18.190	 -102.533	150	    9500	4			     30000	4	    4000.000	4		4			    9500	4			30000	4	    4000.000	4		4		
5078	Tsu	1985	9	21	1	37	 13.4	31	 7.6		 7.6	 6.3				6	MEXICO		MEXICO:  SW COAST:  MEXICO CITY	  17.802	 -101.647	150		2						2						2						2				
5085		1985	11	17	9	40	 21.2	10	 7.1		 7.1	 6.0				8	INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI	  -1.639	  134.911	170								1												1				
5086		1985	11	28	3	49	 54.1	33	 7.6		 7.6	 6.3					VANUATU		VANUATU ISLANDS	 -13.987	  166.185	170																								
5088		1985	12	21	1	13	 22.4	43	 7.6		 7.6	 6.0					VANUATU		VANUATU ISLANDS	 -13.966	  166.516	170																								
5095	Tsu	1986	5	7	22	47	 10.8	19	 8.0	 8.0	 7.7	 6.4				6	USA	AK	ALASKA:  ALEUTIAN ISLANDS:  ADAK	  51.520	 -174.776	150								2				2								2				2
7877		1986	6	24	3	11	 30.9	102	 7.1		 7.1	 6.6				7	PAPUA NEW GUINEA		PAPUA NEW GUINEA	  -4.448	  143.943	170							        .500	1											        .500	1				
5115	Tsu	1986	10	20	6	46	  9.9	29	 8.1		 8.1	 6.6					KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS:  RAOUL	 -28.117	 -176.367	170								1												1				
5116	Tsu	1986	11	14	21	20	 10.5	34	 7.8		 7.8	 6.3				8	TAIWAN		TAIWAN:  TAIPEI, HUALIEN	  23.901	  121.574	30	      15	1			        44	1		1					      15	1			44	1		1				
5126	Tsu	1987	2	8	18	33	 58.3	55	 7.6		 7.6					7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND	  -6.088	  147.689	170	       3	1					       2.625	2		3			       3	1					       2.625	2		3		
5129	Tsu	1987	3	5	9	17	  5.2	62	 7.3		 7.3	 6.5				6	CHILE		CHILE:  ANTOFAGASTA, ARICA	 -24.388	  -70.161	160	       1	1						2					       1	1						2				
5130		1987	3	6	4	10	 44.4	10	 7.2	 7.2	 6.9	 6.5					ECUADOR		ECUADOR:  NAPO PROVINCE, QUITO, TULCAN	    .083	  -77.785	160	    5000	4					    1500.000	4					    5000	4					    1500.000	4				
5140		1987	9	3	6	40	 13.9	33	 7.7		 7.7	 5.9					AUSTRALIA	TAS	AUSTRALIA:  MACQUARIE ISLAND	 -58.893	  158.513	170																								
6470	Tsu	1987	10	6	4	19	  6.0	16	 7.3		 7.3	 6.7					TONGA		TONGA ISLANDS	 -17.940	 -172.225	170																								
5147	Tsu	1987	10	16	20	48	  1.6	48	 7.7		 7.7	 5.9				8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE	  -6.266	  149.060	170								2												2				
6472	Tsu	1987	11	17	8	46	 53.3	10	 7.2	 7.2	 6.9	 6.6					USA	AK	ALASKA:  GULF OF ALASKA	  58.586	 -143.270	150																								
5152	Tsu	1987	11	30	19	23	 19.5	10	 7.9	 7.9	 7.6	 6.7				6	USA	AK	ALASKA:  YAKUTAT	  58.679	 -142.786	150								1												1				
5159	Tsu	1988	3	6	22	35	 36.9	15	 7.8	 7.8	 7.6	 6.8	7.4			5	USA	AK	ALASKA:  GULF OF ALASKA:  ANCHORAGE	  57.262	 -142.747	150								1												1				
5164	Tsu	1988	8	6	0	36	 24.6	91	 7.2		 7.2	 6.8				6	MYANMAR (BURMA)		MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL	  25.149	   95.127	60	      38	1					       1.000	2																
5165	Tsu	1988	8	10	4	38	 29.2	36	 7.6	 7.6	 7.4	 6.0					SOLOMON ISLANDS		SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL	 -10.258	  160.896	170													       1	1						1	100	2		
5176		1988	11	6	13	3	 19.3	18	 7.3		 7.3	 6.1				10	CHINA		CHINA:  YUNNAN PROVINCE	  22.789	   99.611	30	     738	3			      3900	4	     269.000	4	412000	4			     738	3			3900	4	     269.000	4	412000	4		
5198	Tsu	1989	5	23	10	54	 46.3	10	 8.2		 8.2	 6.4				7	AUSTRALIA	TAS	MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND	 -52.341	  160.568	170								1																
5217	Tsu	1989	11	1	18	25	 34.9	29	 7.4		 7.4	 6.4				6	JAPAN		JAPAN:  HONSHU: N, AOMORI, MISAWA	  39.837	  142.760	30								1																
5220		1989	12	15	18	43	 45.0	24	 7.5	 7.5	 7.3	 6.2				6	PHILIPPINES		PHILIPPINES:  MINDANAO:  COTABATO, DAVAO	   8.337	  126.729	170	       2	1				3	       1.000	2					       2	1				3	       1.000	2				
7709		1990	3	3	12	16	 27.9	33	 7.6	 7.6	 7.4	 6.3					FIJI		FIJI ISLANDS	 -22.122	  175.163	170																								
5225	Tsu	1990	3	25	13	22	 55.6	22	 7.0		 7.0	 6.2				8	COSTA RICA		COSTA RICA:  PUNTARENAS, SAN JOSE	   9.919	  -84.808	100					        10	1		2			60	2					10	1		2			60	2
5229	Tsu	1990	4	5	21	12	 35.5	11	 7.5		 7.5	 6.5				4	USA TERRITORY	MP	GUAM; NORTHERN MARIANA ISLANDS:  SAIPAN	  15.125	  147.596	170																								
5231		1990	4	18	13	39	 19.0	26	 7.6	 7.6	 7.4	 6.2					INDONESIA		INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO	   1.186	  122.857	170	       3	1			        25	1		3			1140	4	       3	1			25	1		3			1140	4
5237		1990	5	20	2	22	  1.6	15	 7.1		 7.1	 6.7					SUDAN		SUDAN:  JUBA, MAYA;  UGANDA: NAKURA	   5.121	   32.145	15	      31	1						1					      31	1						1				2
5239		1990	5	24	20	0	  8.1	16	 7.0		 7.0	 6.5					SUDAN		SUDAN:  JUBA, KAPENGURIA	   5.358	   31.848	15								1												1				2
5245		1990	6	14	7	40	 56.2	18	 7.1		 7.1	 6.0				6	PHILIPPINES		PHILIPPINES:  CULASI, PANAY	  11.760	  121.899	170	       4	1			        15	1		2					       4	1			15	1		2				
5248		1990	6	20	21	0	  9.9	19	 7.7		 7.7	 6.4				7	IRAN		IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL	  36.957	   49.409	140	   50000	4			    105000	4	    8000.000	4		4			   50000	4			105000	4	    8000.000	4		4		
5253		1990	7	16	7	26	 34.6	25	 7.8		 7.8	 6.5				9	PHILIPPINES		PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN	  15.679	  121.172	170	    2412	4			      3000	4	     369.600	4					    2412	4			3000	4	     369.600	4				
8958		1990	12	30	19	14	 18.9	179	 7.5	 7.5		 6.6					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN	  -5.097	  150.967	170								1												1				
5272		1991	1	5	14	57	 11.5	20	 7.1		 7.1	 6.2					MYANMAR (BURMA)		MYANMAR (BURMA):  THABEIKKYIN, MANDALAY	  23.613	   95.901	60								1			32	1								1			32	1
5282	Tsu	1991	4	22	21	56	 51.8	10	 7.6	 7.6	 7.4	 6.3			 7.6	10	COSTA RICA		COSTA RICA:  LIMON, PANDORA	   9.685	  -83.073	90	      87	2					     510.000	4					      89	2					     510.000	4				
5286		1991	4	29	9	12	 48.1	17	 7.0		 7.0	 6.2				9	GEORGIA		GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI	  42.453	   43.673	40	     270	3					    1700.000	4		4			     270	3					    1700.000	4		4		
5294		1991	6	20	5	18	 52.5	31	 7.5	 7.5	 7.0	 6.2				6	INDONESIA		INDONESIA:  MINAHASSA:  GORONTALO, MAMADO	   1.196	  122.787	170								3			1500	4								3			1500	4
6481	Tsu	1991	10	14	15	58	 12.7	23	 7.2	 7.2	 7.1	 6.3					SOLOMON ISLANDS		SOLOMON ISLANDS	  -9.094	  158.442	170																								
5307		1991	10	19	21	23	 14.3	10	 7.0		 7.0	 6.5				8	INDIA		INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH	  30.780	   78.774	60	    2000	4			      1800	4	      60.000	4	7500	4	7500	4	    2000	4			1800	4	      60.000	4	7500	4		
6482	Tsu	1991	12	22	8	43	 13.4	24	 7.6	 7.6	 7.4	 6.3					RUSSIA		RUSSIA:  KAMCHATKA, KURIL ISLANDS	  45.533	  151.021	50																								
5321	Tsu	1992	4	25	18	6	  4.2	15	 7.1		 7.1	 6.3				8	USA	CA	CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA	  40.368	 -124.316	150					        98	2	      75.000	4									98	2	      75.000	4				
5324	Tsu	1992	5	17	10	15	 31.3	33	 7.5		 7.5	 6.4					PHILIPPINES		PHILIPPINES:  MINDANAO, TANDAG, BISLIG	   7.191	  126.762	170								1												1				
5327		1992	5	25	16	55	  4.1	23	 7.0		 7.0	 6.3					CUBA		CUBA:  PILON, MANZANILLO	  19.613	  -77.872	90					        40	1		2			820	3					40	1		2			820	3
6331	Tsu	1992	5	27	5	13	 38.8	19	 7.0		 7.0	 6.3					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -11.122	  165.239	170																								
5328		1992	6	28	11	57	 34.1	1	 7.6		 7.6	 6.2				9	USA	CA	CALIFORNIA: LANDERS, YUCCA  VALLEY	  34.201	 -116.436	150	       3	1			       400	3	      92.000	4					       3	1			400	3	      92.000	4				
6484	Tsu	1992	7	18	8	36	 58.7	29	 7.0		 7.0	 6.2					JAPAN		JAPAN:  HONSHU ISLAND	  39.419	  143.330	30																								
5332		1992	8	19	2	4	 37.4	27	 7.5		 7.5	 6.6				9	KYRGYZSTAN		KYRGYZSTAN:  TOLUK	  42.142	   73.575	40	      75	2					     130.000	4	8200	4			      75	2					     130.000	4	8200	4		
5335	Tsu	1992	9	2	0	16	  2.8	40	 7.7		 7.7	 5.4					NICARAGUA		NICARAGUA:  MASACHAPA; COSTA RICA	  11.727	  -87.386	100		1											     170	3			489	3	      30.000	4	1500	4		
5338		1992	9	11	3	57	 26.5	11	 7.0		 7.0	 6.7					CONGO		CONGO:  KABALO	  -6.087	   26.651	10	       8	1			        37	1		1		2			       8	1			37	1		1		2		
5341		1992	10	17	8	32	 40.5	14	 7.0		 7.0	 6.2					COLOMBIA		COLOMBIA:  MURINDO, CALI	   6.845	  -76.806	160					        20	1		2		3							20	1		2		3		
5342		1992	10	18	15	11	 59.1	10	 7.4		 7.4	 6.6					COLOMBIA		COLOMBIA:  MURINDO, APARTADO, MEDELLIN	   7.075	  -76.862	160	      11	1			       115	2		2		2			      11	1			115	2		2				
5343	Tsu	1992	12	12	5	29	 26.3	28	 7.8	 7.8	 7.5	 6.5					INDONESIA		INDONESIA:  FLORES REGION, MAUMERE, BABI	  -8.480	  121.896	60	    1000	4			       500	3	     100.000	4	31785	4			    2500	4			2103	4	     100.000	4	31785	4		
5344		1993	1	15	11	6	  5.9	102	 7.6	 7.6	 7.1	 6.9				6	JAPAN		JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU	  43.300	  143.691	30	       2	1					     358.000	4					       2	1					     358.000	4				
5354	Tsu	1993	6	8	13	3	 36.4	71	 7.5	 7.5	 7.3	 6.4					RUSSIA		RUSSIA:  KAMCHATKA	  51.218	  157.829	50								1																
5357	Tsu	1993	7	12	13	17	 11.9	17	 7.7	 7.7	 7.6	 6.6				8	JAPAN		JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA	  42.851	  139.197	30	      23	3			       233	3	    1207.000	4		3			     231	3			233	3	    1207.000	4	2374	4		
5360	Tsu	1993	8	8	8	34	 24.9	59	 7.8	 7.8	 8.0	 7.1				9	USA TERRITORY	GU	GUAM:  TUMAN BAY, APRA HARBOR	  12.982	  144.801	170					        48	1	     250.000	4									48	1	     250.000	4				
5362		1993	9	10	19	12	 54.6	34	 7.2	 7.2	 7.3	 6.2					GUATEMALA		GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS	  14.717	  -92.645	100	       1	1			         3	1		2					       1	1			3	1		2				
6487	Tsu	1993	11	13	1	18	  4.1	34	 7.0	 7.0	 7.0	 6.5					RUSSIA		RUSSIA:  KAMCHATKA	  51.934	  158.647	50								1												1				
5375	Tsu	1994	1	21	2	24	 29.9	20	 7.0	 7.0	 7.2	 6.2					INDONESIA		INDONESIA:  KAU	   1.015	  127.733	170	       9	1			       300	3		2			550	3	       9	1			300	3		2			550	3
5383		1994	3	9	23	28	  6.7	563	 7.6	 7.6		 6.6					FIJI		FIJI ISLANDS	 -18.039	 -178.413	170																								
5385	Tsu	1994	6	2	18	17	 34.0	18	 7.8	 7.8	 7.2	 5.7					INDONESIA		INDONESIA:  JAVA	 -10.477	  112.835	170		1						1					     238	3			423	3	       2.200	2	1500	4		
5388		1994	6	9	0	33	 16.2	631	 8.2	 8.2		 7.0					BOLIVIA		BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA	 -13.841	  -67.553	160	       5	1				3		2					       5	1				3		2				
6488	Tsu	1994	9	1	15	15	 53.0	10	 7.0	 7.0	 7.0	 6.6				6	USA	CA	CALIFORNIA:  NORTH:  HONEYDEW	  40.402	 -125.680	150								1												1				
5392	Tsu	1994	10	4	13	22	 55.8	14	 8.3	 8.3	 8.1	 7.3				9	RUSSIA		RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO	  43.773	  147.321	50	      11	1			       382	3		3					      11	1			382	3		3				
6605	Tsu	1994	10	9	7	55	 39.5	33	 7.3	 7.3	 7.1	 6.5					RUSSIA		RUSSIA:  KURIL ISLANDS	  43.905	  147.916	50																								
5394	Tsu	1994	11	14	19	15	 30.6	32	 7.1	 7.1	 7.1	 6.1					PHILIPPINES		PHILIPPINES:  MINDORO	  13.525	  121.067	170	      81	2			       225	3	       3.700	2	797	3	3288	4	      81	2			225	3	       3.700	2	797	3	3288	4
5397	Tsu	1994	12	28	12	19	 23.0	27	 7.8	 7.8	 7.5	 6.4				9	JAPAN		JAPAN:  HONSHU	  40.525	  143.419	30	       3	1			       200	3	     170.400	4					       3	1			200	3	     170.400	4				
5403		1995	2	5	22	51	  5.1	21	 7.1	 7.1	 7.5	 6.5					NEW ZEALAND		NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH	 -37.759	  178.752	170																								
5407	Tsu	1995	4	7	22	6	 56.8	21	 7.4	 7.4	 8.0	 6.8					SAMOA		SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE	 -15.199	 -173.529	170																								
6492	Tsu	1995	4	21	0	34	 46.0	21	 7.2	 7.2	 7.3	 6.3					PHILIPPINES		PHILIPPINES:  SAMAR	  12.059	  125.580	170																								
5411	Tsu	1995	5	16	20	12	 44.2	20	 7.7		 7.7	 6.9	7.7			3	NEW CALEDONIA		NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA	 -23.008	  169.900	170																								
5412	Tsu	1995	5	27	13	3	 52.6	11	 7.1		 7.1	 6.7	7.5			9	RUSSIA		RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO	  52.629	  142.827	50	    1989	4			       750	3	     300.000	4					    1989	4			750	3	     300.000	4				
5416	Tsu	1995	7	30	5	11	 23.6	46	 8.0	 8.0	 7.3	 6.6				7	CHILE		CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES	 -23.340	  -70.294	160	       3	1			        58	2	       1.660	2	115	3			       3	1					       1.791	2	115	3		
5417	Tsu	1995	8	16	10	27	 28.6	30	 7.7	 7.7	 7.8	 6.5					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN	  -5.799	  154.178	170								1																
5418	Tsu	1995	9	14	14	4	 31.4	23	 7.4	 7.4	 7.2	 6.4					MEXICO		MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY	  16.779	  -98.597	150	       3	1			       100	2		2					       3				100	2		2				
5420		1995	10	3	1	51	 23.9	24	 7.0	 7.0	 7.0	 6.5					ECUADOR		ECUADOR:  QUITO	  -2.750	  -77.881	160	       2	1			         5	1		1	83	2			       2	1			5	1		1	83	2		
